AccelerationX,AccelerationY,AccelerationZ
0.011,-0.9479,0.3152
0.0152,-0.946,0.3367
0.0152,-0.9552,0.3056
0.0118,-0.9609,0.2839
0.0115,-0.96,0.276
0.0141,-0.9617,0.2792
0.015,-0.9671,0.2729
0.0114,-0.9726,0.2403
0.0112,-0.9725,0.227
0.0138,-0.9749,0.2262
0.0132,-0.9748,0.2379
0.0123,-0.978,0.2153
0.0094,-0.9835,0.1755
0.0101,-0.9839,0.1713
0.0148,-0.983,0.1812
0.0132,-0.9867,0.1905
0.0097,-0.9917,0.1545
0.0103,-0.9892,0.1275
0.013,-0.9898,0.1216
0.0122,-0.9931,0.1241
0.0106,-0.994,0.1197
0.0097,-0.9957,0.104
0.0104,-0.998,0.0782
0.0103,-0.9976,0.0701
0.01,-0.9965,0.0807
0.0092,-1.0016,0.064
0.0085,-1.0006,0.0237
0.0096,-0.9949,0.031
0.0125,-1.0029,0.0358
0.0093,-1.0073,0.02
0.0063,-0.9973,0.0005
0.0093,-0.9959,-0.0257
0.0102,-0.9982,-0.0305
0.0087,-1.0027,-0.022
0.0078,-1.0036,-0.0268
0.0074,-1.0005,-0.039
0.0075,-0.9975,-0.0744
0.0085,-0.9928,-0.0984
0.0086,-0.992,-0.086
0.0079,-1.0003,-0.0701
0.006,-1.005,-0.1042
0.0052,-0.9913,-0.1316
0.0071,-0.9837,-0.1315
0.0086,-0.9886,-0.1345
0.0069,-0.9928,-0.1446
0.0055,-0.9873,-0.1702
0.007,-0.982,-0.1605
0.0072,-0.9871,-0.1751
0.004,-0.9857,-0.1976
0.0051,-0.9738,-0.1972
0.0072,-0.9732,-0.2229
0.0063,-0.9749,-0.2279
0.0049,-0.9747,-0.2208
0.0025,-0.97,-0.2557
0.0037,-0.9625,-0.2642
0.0062,-0.9591,-0.2599
0.0065,-0.9645,-0.2671
0.0034,-0.9593,-0.3031
0.0011,-0.9459,-0.3082
0.0033,-0.9511,-0.2935
0.0052,-0.9543,-0.3172
0.0033,-0.9447,-0.3396
0.0025,-0.9318,-0.3534
0.0024,-0.9381,-0.3364
0.0026,-0.9416,-0.3514
0.0011,-0.924,-0.3841
0.0015,-0.9101,-0.3879
0.0047,-0.9122,-0.3992
0.0045,-0.9245,-0.3857
0.002,-0.9207,-0.398
-0.001,-0.8985,-0.436
-0.0014,-0.8862,-0.4513
0.0019,-0.8942,-0.4379
0.0056,-0.9034,-0.424
0.0039,-0.8924,-0.4703
-0.0016,-0.8703,-0.4859
-0.0023,-0.8713,-0.4751
0.0018,-0.876,-0.4853
0.0011,-0.8676,-0.4945
-0.001,-0.8511,-0.5234
0.0022,-0.845,-0.5239
0.0035,-0.855,-0.5205
-0.0014,-0.8526,-0.5247
-0.0034,-0.8375,-0.5408
-0.0014,-0.8126,-0.5824
0.0013,-0.8169,-0.5645
0.0026,-0.8316,-0.5608
-0.0011,-0.8282,-0.5676
-0.0057,-0.7987,-0.5926
-0.0036,-0.7805,-0.613
0.0001,-0.7829,-0.6095
0.0007,-0.7914,-0.6126
-0.0015,-0.7875,-0.6167
-0.0036,-0.7721,-0.6375
-0.006,-0.7525,-0.6527
-0.0038,-0.75,-0.6501
-0.0002,-0.7594,-0.6417
-0.0003,-0.7492,-0.6655
-0.0031,-0.7249,-0.6922
-0.0059,-0.7218,-0.6794
-0.006,-0.7274,-0.6812
-0.0037,-0.7196,-0.6972
-0.0033,-0.7012,-0.704
-0.0025,-0.6854,-0.7271
-0.0025,-0.6836,-0.727
-0.0045,-0.6897,-0.7223
-0.0048,-0.6864,-0.727
-0.0038,-0.6698,-0.7322
-0.0053,-0.644,-0.7669
-0.0069,-0.6292,-0.7677
-0.0061,-0.6407,-0.7605
-0.0038,-0.655,-0.7548
-0.0048,-0.6346,-0.7755
-0.0085,-0.6018,-0.7963
-0.0091,-0.5929,-0.79
-0.0051,-0.6038,-0.7973
-0.0021,-0.5977,-0.8067
-0.0053,-0.5796,-0.8162
-0.0078,-0.5714,-0.8112
-0.0068,-0.5644,-0.8205
-0.0069,-0.5509,-0.8346
-0.0081,-0.5422,-0.8296
-0.0061,-0.5292,-0.8467
-0.0052,-0.527,-0.8483
-0.0087,-0.5291,-0.8452
-0.0115,-0.5027,-0.8687
-0.0088,-0.4879,-0.8602
-0.0046,-0.4922,-0.8601
-0.0043,-0.4822,-0.8776
-0.0084,-0.4642,-0.885
-0.011,-0.4526,-0.8879
-0.0088,-0.4586,-0.8798
-0.0054,-0.443,-0.8997
-0.0067,-0.4205,-0.9037
-0.0094,-0.4155,-0.9019
-0.0104,-0.4202,-0.9047
-0.0103,-0.4111,-0.906
-0.0089,-0.372,-0.9257
-0.0088,-0.3561,-0.9208
-0.0066,-0.3655,-0.9244
-0.0077,-0.3777,-0.9255
-0.0122,-0.3604,-0.927
-0.0141,-0.3189,-0.9441
-0.0106,-0.307,-0.9435
-0.0054,-0.3249,-0.9396
-0.0058,-0.3301,-0.9378
-0.012,-0.2961,-0.9526
-0.0157,-0.2738,-0.9519
-0.0108,-0.2783,-0.9575
-0.0059,-0.2843,-0.9582
-0.0086,-0.271,-0.9574
-0.014,-0.2505,-0.9602
-0.0132,-0.2366,-0.9624
-0.0102,-0.2313,-0.9687
-0.0082,-0.2387,-0.9652
-0.0083,-0.2308,-0.9709
-0.0113,-0.2153,-0.974
-0.0151,-0.2046,-0.9709
-0.0124,-0.1868,-0.9756
-0.0096,-0.1804,-0.9787
-0.0094,-0.1864,-0.9788
-0.012,-0.198,-0.9758
-0.0147,-0.1739,-0.9815
-0.0149,-0.1397,-0.9846
-0.0116,-0.1455,-0.9779
-0.005,-0.1547,-0.9835
-0.0078,-0.1363,-0.9897
-0.0162,-0.1353,-0.9819
-0.0161,-0.1376,-0.9861
-0.0107,-0.1245,-0.9913
-0.0098,-0.1137,-0.9898
-0.0109,-0.1036,-0.9892
-0.0123,-0.0995,-0.9911
-0.0138,-0.1066,-0.9904
-0.0119,-0.1016,-0.9896
-0.0097,-0.0784,-0.9929
-0.01,-0.0752,-0.9906
-0.0105,-0.0883,-0.9913
-0.0125,-0.0825,-0.998
-0.0163,-0.0708,-0.9922
-0.0147,-0.0589,-0.9924
-0.0099,-0.0538,-0.9957
-0.0103,-0.0535,-0.9956
-0.0132,-0.0568,-0.9942
-0.0145,-0.057,-0.9952
-0.0122,-0.0464,-0.9972
-0.0116,-0.0325,-0.9958
-0.0123,-0.0272,-0.9954
-0.011,-0.0343,-0.9959
-0.0107,-0.0426,-0.9972
-0.0134,-0.0387,-0.9965
-0.0154,-0.0144,-0.9962
-0.014,-0.0059,-0.9942
-0.0112,-0.0249,-0.9951
-0.0102,-0.0326,-0.998
-0.0135,-0.0161,-0.9966
-0.016,-0.0025,-0.9943
-0.0127,-0.0054,-0.9949
-0.0095,-0.0115,-0.9983
-0.0116,-0.0083,-0.9974
-0.0152,-0.0053,-0.9949
-0.015,-0.0085,-0.9961
-0.0131,-0.0095,-0.999
-0.0117,-0.0029,-0.9973
-0.0117,0.0066,-0.995
-0.0116,0.0055,-0.9951
-0.0125,-0.002,-0.9967
-0.0137,-0.003,-0.9967
-0.0131,0.0007,-0.9957
-0.0126,-0.0005,-0.9964
-0.0117,-0.0017,-0.9975
-0.0124,0.0014,-0.9974
-0.013,0.0021,-0.9965
-0.0123,-0.0013,-0.9974
-0.012,-0.0029,-0.9988
-0.0136,-0.0009,-0.9985
-0.0138,0.0028,-0.9975
-0.0132,0.0032,-0.9983
-0.013,-0.0001,-0.9981
-0.013,-0.0025,-0.9974
-0.0139,-0.0013,-0.9973
-0.014,-0.0001,-0.9978
-0.0126,-0.0001,-0.9978
-0.0109,0.0004,-0.9976
-0.0114,0.0009,-0.997
-0.0135,-0.0006,-0.9976
-0.0147,-0.0006,-0.9977
-0.0137,0.0014,-0.9966
-0.0121,0.0017,-0.9968
-0.0115,0.0001,-0.9984
-0.013,-0.0009,-0.9986
-0.0144,-0.001,-0.9975
-0.0134,0.0001,-0.9964
-0.0119,0.0009,-0.9964
-0.0116,-0.0007,-0.9979
-0.0129,-0.0012,-0.9985
-0.015,-0.001,-0.9985
-0.0147,-0.001,-0.9989
-0.0121,0.0001,-0.9976
-0.01,0.0019,-0.9972
-0.011,0.0011,-0.9986
-0.0126,-0.0008,-0.9992
-0.0141,-0.0019,-0.9971
-0.0124,0.0002,-0.9984
-0.0116,-0.0004,-0.9992
-0.0128,-0.0014,-0.9964
-0.0134,0.0003,-0.9971
-0.0122,0.0014,-1.0006
-0.0136,-0.0008,-0.9973
-0.0145,-0.0003,-0.9966
-0.0132,-0.0017,-0.9986
-0.0115,-0.0026,-0.9994
-0.0123,-0.0002,-0.9989
-0.0125,-0.0019,-0.998
-0.0114,-0.0028,-0.9993
-0.0098,0.0003,-0.9989
-0.0107,0.0012,-0.9972
-0.0137,0.0003,-0.997
-0.0156,-0.0003,-0.9983
-0.0163,-0.002,-0.9984
-0.017,-0.0021,-0.9977
-0.0152,0.0001,-0.9974
-0.0122,0.0011,-0.9969
-0.0106,-0.0004,-0.9981
-0.0108,-0.0009,-0.9982
