AnglesRateX,AnglesRateY,AnglesRateZ
-0.0018,0.0036,0.0044
-0.0025,0.0075,0.0045
-0.0008,0.0108,0.0032
-0.0031,0.0079,0.0006
-0.0043,0.0035,0.0019
-0.0029,0.0034,-0.0001
-0.0024,0.005,-0.0015
-0.0012,0.0033,0.0025
0.001,0.0024,0.001
-0.002,0.0054,-0.0007
-0.0008,0.0021,0.0039
-0.0001,0.0024,0.0047
0.0023,0.0054,0.0038
-0.0014,0.007,0.0021
-0.0039,0.0071,0.0001
-0.0015,0.009,0.0005
0.0011,0.0085,-0.0012
-0.0037,0.0071,-0.0012
-0.0058,0.0091,-0.0006
-0.003,0.0088,-0.0016
-0.0013,0.0057,0.0008
-0.0032,0.0059,-0.0007
-0.0005,0.007,0.0004
0.0007,0.0075,0.0012
-0.0007,0.0068,-0.0012
-0.0037,0.0086,0.0025
-0.0065,0.0067,0.0048
-0.0057,0.005,0.0022
-0.0051,0.0087,0.0027
-0.0025,0.0094,0.0022
-0.0019,0.0093,-0.0002
-0.0069,0.0072,0.0007
-0.0068,0.002,0.0017
-0.0041,-0.0031,0.003
-0.0042,0.0011,0.0035
-0.0028,0.0084,0.0031
0.0014,0.007,0.0029
-0.0015,0.0061,0.0027
-0.0031,0.0029,0.0035
-0.0043,0.0047,0.0042
-0.0035,0.0069,0.0033
-0.0028,0.0059,0.0014
0.0007,0.0044,0.0026
-0.0004,0.0048,0.0039
-0.0026,0.0036,0.0022
-0.0048,0.0025,-0.0011
-0.0046,0.0082,-0.0015
-0.0016,0.0081,-0.0014
0.001,0.006,-0.001
0.0001,0.0055,0.0014
-0.0025,0.0057,-0.002
-0.004,0.0067,-0.0008
-0.0011,0.0077,0.0009
-0.0015,0.006,0.0012
-0.0007,0.0051,0.0001
-0.0025,0.005,-0.0024
-0.0003,0.0058,-0.0007
-0.0007,0.0025,-0.0015
-0.0032,0.0058,-0.0032
-0.0033,0.0074,0.001
0.0007,0.0044,0.0035
-0.0015,0.0044,0.0039
-0.0042,0.003,0.0042
-0.0016,0.0037,0.0041
-0.0005,0.0023,0.0016
-0.0019,0.0037,-0.0013
-0.0031,0.0059,0.0015
-0.0089,0.0059,0.0043
-0.0066,0.007,0.001
-0.0014,0.0102,0.0033
0.0002,0.008,0.0155
0.0004,0.0069,0.0356
-0.0006,0.0086,0.064
-0.0003,0.0091,0.0982
0.0018,0.0061,0.1369
0.0015,0.007,0.1803
0.0004,0.011,0.2282
-0.0013,0.0108,0.2739
-0.0014,0.0076,0.3157
0.0021,0.0055,0.3527
0.0021,0.0078,0.3847
0.0006,0.008,0.4095
0.0041,0.0068,0.4277
0.004,0.0088,0.4396
0.0029,0.0058,0.4424
0.0035,0.0059,0.4406
0.005,0.0086,0.4348
0.0076,0.0101,0.4331
0.0083,0.0096,0.4293
0.0088,0.0038,0.4333
0.0079,0.0058,0.4437
0.0052,0.0073,0.4553
0.0045,0.0044,0.4784
0.0094,0.0055,0.5078
0.0089,0.0059,0.5378
0.0093,0.0076,0.5757
0.0164,0.008,0.6179
0.0142,0.0079,0.6634
0.007,0.0047,0.7065
0.0092,0.0065,0.7443
0.0131,0.0065,0.7917
0.0128,0.0039,0.8278
0.0111,0.0043,0.8515
0.0101,0.0041,0.8646
0.0108,0.0051,0.8822
0.0078,0.0075,0.8951
0.0053,0.0094,0.9003
0.0061,0.0086,0.9027
0.012,0.0099,0.9035
0.0134,0.007,0.9041
0.0133,0.0038,0.9063
0.0091,0.0054,0.9129
0.0087,0.0075,0.9257
0.0144,0.005,0.95
0.0132,0.0015,0.9749
0.0124,0.0058,1.005
0.0157,0.0049,1.0402
0.0134,0.0049,1.0818
0.0134,0.0047,1.1239
0.0133,0.0055,1.158
0.0143,0.0058,1.2003
0.0179,0.0067,1.2371
0.0188,0.0075,1.2633
0.0184,0.0105,1.2932
0.0163,0.0064,1.3092
0.0197,0.0047,1.3183
0.0247,0.0052,1.3253
0.018,0.0035,1.3335
0.0145,0.0034,1.3362
0.0191,0.0041,1.3354
0.021,0.0076,1.3412
0.0193,0.0089,1.349
0.0158,0.0075,1.3607
0.018,0.0086,1.3753
0.0181,0.0115,1.3945
0.0168,0.0071,1.4244
0.0191,0.0035,1.4587
0.0226,0.0052,1.4908
0.0222,0.0053,1.521
0.0171,0.0029,1.5515
0.0185,0.0022,1.5827
0.02,0.0082,1.5997
0.0219,0.0053,1.6141
0.0211,0.0031,1.6229
0.0183,0.005,1.6252
0.0215,0.0099,1.6182
0.0188,0.0068,1.6056
0.0184,0.0036,1.5843
0.0204,0.0033,1.5613
0.0222,0.0024,1.538
0.02,0.0066,1.515
0.02,0.0112,1.4981
0.0237,0.0113,1.487
0.0223,0.006,1.4796
0.0213,0.0057,1.482
0.021,0.0085,1.4916
0.0231,0.0078,1.5089
0.0225,0.0071,1.5359
0.018,0.0074,1.5609
0.0202,0.0099,1.5858
0.0236,0.0062,1.6107
0.0229,0.0054,1.6329
0.0203,0.0083,1.6497
0.0209,0.0077,1.6638
0.0202,0.004,1.6677
0.0189,0.0041,1.6631
0.0193,0.0077,1.6461
0.0214,0.0069,1.6257
0.0209,0.0038,1.6066
0.0213,0.0051,1.5862
0.0234,0.0098,1.5661
0.0231,0.0071,1.5456
0.0192,0.0053,1.5266
0.018,0.0091,1.5142
0.0206,0.0066,1.514
0.0222,0.0002,1.5224
0.0215,0.0039,1.5301
0.0225,0.0085,1.5418
0.02,0.0091,1.5622
0.0141,0.0068,1.5794
0.0213,0.0046,1.5918
0.0248,0.0053,1.6057
0.0201,0.0041,1.6185
0.0177,0.0006,1.6231
0.0197,0.0038,1.6229
0.0204,0.0059,1.6204
0.0198,0.0026,1.6154
0.022,0.0019,1.6032
0.0246,0.0063,1.5868
0.023,0.0051,1.5722
0.0211,0.0017,1.5588
0.0212,0.0056,1.5451
0.0221,0.0114,1.5281
0.0219,0.0068,1.5223
0.0182,0.004,1.5211
0.0193,0.0113,1.5175
0.0216,0.0102,1.5187
0.0222,0.0066,1.5255
0.0226,0.0076,1.5318
0.0208,0.0063,1.5379
0.0196,0.0047,1.5499
0.0179,0.0029,1.5626
0.0159,0.0057,1.5744
0.0158,0.0069,1.5848
0.0175,0.0021,1.5882
0.022,0.0044,1.5897
0.0203,0.008,1.5908
0.0225,0.0066,1.5901
0.022,0.0045,1.5882
0.0186,0.0069,1.5821
0.0164,0.0074,1.5741
0.0183,0.0032,1.5715
0.0193,0.0062,1.5643
0.0184,0.012,1.5574
0.0198,0.0084,1.5533
0.0197,0.0084,1.5539
0.0236,0.0093,1.5525
0.022,0.0078,1.551
0.0228,0.0053,1.5649
0.0251,0.0086,1.5772
0.0227,0.0097,1.5828
0.0216,0.0044,1.5933
0.0231,0.0013,1.602
0.0204,0.0077,1.6063
0.0204,0.0108,1.6049
0.0211,0.0065,1.6014
0.0177,0.0018,1.6009
0.0201,0.0083,1.5924
0.0246,0.0099,1.587
0.0233,0.0041,1.5845
0.0201,0.0027,1.5824
0.0224,0.0059,1.578
0.025,0.0035,1.58
0.0242,0.0008,1.5844
0.0221,0.0047,1.5843
0.0213,0.0062,1.5857
0.0183,0.0054,1.5885
0.017,0.0087,1.5862
0.0186,0.0142,1.5794
0.0199,0.0078,1.5803
0.0213,0.0004,1.5801
0.0218,0.0047,1.5751
0.0186,0.0086,1.5732
0.0205,0.0073,1.5682
0.0204,0.0094,1.5664
0.0189,0.013,1.5624
0.0199,0.0098,1.5584
0.0193,0.0039,1.5551
0.0206,0.0092,1.551
0.02,0.0092,1.5486
0.0185,0.0032,1.5517
0.018,0.0044,1.5573
0.0176,0.0091,1.5599
0.0198,0.008,1.566
0.0192,0.0062,1.5722
0.0197,0.0068,1.5755
0.0221,0.0062,1.5778
0.0217,0.0055,1.5784
0.0235,0.0043,1.5789
0.0232,0.0048,1.573
0.0184,0.0053,1.5694
0.0181,0.0052,1.5659
0.0255,0.0108,1.5567
0.0299,0.01,1.5498
0.0272,0.0054,1.5471
0.0234,0.0004,1.5512
0.022,0.0051,1.5513
0.0225,0.0061,1.5459
0.023,0.0044,1.5466
0.0221,0.0077,1.5493
0.0223,0.0105,1.5528
0.0246,0.0067,1.5642
0.0248,0.0045,1.5746
0.0231,0.0033,1.5798
0.0235,0.004,1.5884
0.0201,0.0039,1.5968
0.0198,0.0066,1.6068
0.024,0.0054,1.6115
0.0244,0.0025,1.6118
0.0223,0.0042,1.6117
0.0246,0.0046,1.6102
0.0239,0.0069,1.6021
0.0221,0.0054,1.5917
0.0198,0.004,1.5806
0.0184,0.0073,1.5745
0.0212,0.012,1.564
0.0215,0.0106,1.5624
0.0244,0.0051,1.5626
0.0229,0.0026,1.5641
0.0193,0.0049,1.5692
0.0201,0.0048,1.5788
0.0228,0.0092,1.5793
0.0194,0.0105,1.5831
0.0175,0.0066,1.593
0.0189,0.0076,1.5963
0.0207,0.0103,1.5979
0.0185,0.0112,1.6023
0.0174,0.009,1.6077
0.02,0.0079,1.5996
0.019,0.008,1.5869
0.0182,0.0084,1.5791
0.0181,0.0097,1.5739
0.0173,0.0092,1.5647
0.0206,0.0075,1.554
0.0226,0.0009,1.5491
0.0229,-0.0004,1.542
0.0255,0.0069,1.5359
0.0212,0.0069,1.5358
0.0174,0.0049,1.5376
0.0207,0.0057,1.5384
0.0215,0.0091,1.5443
0.0219,0.0098,1.5535
0.0222,0.0059,1.562
0.024,0.0056,1.569
0.0245,0.0099,1.5765
0.0206,0.0078,1.5796
0.0211,0.0064,1.5858
0.0233,0.005,1.59
0.0191,0.0029,1.5914
0.0216,0.005,1.5862
0.0245,0.0055,1.5823
0.0212,0.0067,1.5737
0.0212,0.0057,1.5669
0.0243,0.0103,1.5621
0.0254,0.0107,1.5573
0.0243,0.0069,1.5537
0.023,0.0069,1.5481
0.0233,0.0082,1.5455
0.0224,0.0076,1.5454
0.0225,0.0039,1.553
0.0259,0.0027,1.5631
0.024,0.0055,1.5725
0.0204,0.0032,1.5794
0.0202,0.0015,1.5853
0.0216,0.002,1.5902
0.0236,0.0051,1.5964
0.0217,0.0053,1.6016
0.0239,0.0061,1.6039
0.0247,0.0095,1.6064
0.0243,0.0084,1.6108
0.0236,0.0061,1.6045
0.0231,0.0051,1.5952
0.0237,0.0086,1.5885
0.0225,0.0094,1.5862
0.0227,0.0035,1.5817
0.023,0.004,1.5751
0.0214,0.0082,1.5715
0.0228,0.0059,1.575
0.0209,0.0053,1.5723
0.0195,0.0059,1.5684
0.0218,0.0045,1.5723
0.0213,0.0076,1.5775
0.0188,0.0073,1.5736
0.0216,0.0085,1.5691
0.0188,0.0112,1.5644
0.0159,0.0076,1.5534
0.0161,0.0076,1.5336
0.0176,0.0118,1.5154
0.0174,0.0092,1.4979
0.0218,0.004,1.4708
0.0218,0.0049,1.4394
0.0169,0.0075,1.4056
0.0155,0.0062,1.3712
0.0172,0.0054,1.3388
0.0195,0.0043,1.3058
0.0187,0.0068,1.2762
0.0172,0.0047,1.2558
0.0171,0.0037,1.2373
0.0163,0.0097,1.2206
0.0132,0.0115,1.2048
0.0121,0.0065,1.1898
0.013,0.0066,1.1744
0.0158,0.0083,1.1616
0.0155,0.0056,1.1455
0.0135,0.0049,1.1337
0.0128,0.0086,1.1198
0.0102,0.0095,1.0994
0.0091,0.0063,1.0809
0.0089,0.0088,1.0629
0.0133,0.0079,1.0439
0.0153,0.0075,1.0223
0.0113,0.0076,0.9948
0.0085,0.0033,0.9658
0.0061,0.0043,0.9367
0.0058,0.0059,0.9084
0.0098,0.0085,0.8809
0.0123,0.0103,0.8555
0.0145,0.0048,0.8311
0.015,0.0028,0.8087
0.0125,0.0049,0.7902
0.0082,0.0026,0.7648
0.0092,0.005,0.7459
0.011,0.0076,0.7332
0.0073,0.0095,0.717
0.0058,0.0102,0.6991
0.0053,0.007,0.6819
0.0052,0.0072,0.6679
0.0042,0.0069,0.6502
0.0047,0.0056,0.6313
0.0073,0.0028,0.6127
0.0078,0.0034,0.5909
0.007,0.0026,0.5679
0.0068,0.0032,0.5446
0.008,0.0061,0.5172
0.0054,0.0057,0.4933
0.0036,0.0075,0.4701
0.0063,0.0064,0.4432
0.0049,0.0025,0.4133
0.0028,0.0031,0.3866
0.0046,0.0049,0.3659
0.0037,0.0042,0.3446
0.0022,0.0052,0.3221
0.0027,0.0069,0.3021
0.003,0.0057,0.2816
0.003,0.0065,0.2612
0.0063,0.0059,0.2426
0.0042,0.0062,0.2263
0.0002,0.0031,0.21
-0.0001,0.0042,0.1907
0.0028,0.0062,0.1697
0.001,0.0107,0.1485
0.0004,0.0111,0.1269
0,0.0083,0.1039
-0.0029,0.0069,0.084
0.0003,0.0052,0.0626
-0.001,0.0043,0.0466
-0.0018,0.0056,0.0287
-0.0018,0.007,0.0108
-0.0035,0.0055,0.001
-0.001,0.0047,-0.0057
0.002,0.007,-0.0115
-0.0018,0.0054,-0.0083
-0.0031,0.0019,-0.0001
0.0006,0.0057,0.0059
-0.0011,0.0033,0.0086
-0.0034,0.0006,0.0098
-0.003,0.0034,0.0075
-0.0015,0.0046,0.0069
-0.0057,0.001,0.006
-0.0045,0.0016,0.0067
0.0015,0.0041,0.0047
0.0026,0.0039,0.005
0.0031,0.0022,0.0053
0.0032,0.0044,0.0036
0.0027,0.006,0.0038
-0.0003,0.0025,0.0058
-0.0037,0.0004,0.0081
-0.0043,0.0067,0.0109
-0.0037,0.0095,0.0098
-0.0021,0.0062,0.0073
-0.0005,0.0064,0.0058
-0.0017,0.0072,0.0009
-0.0041,0.0075,-0.0011
-0.0045,0.0054,0.0027
-0.0035,0.0013,0.0046
-0.0025,0.0034,0.0031
-0.0038,0.0062,0.0043
-0.0059,0.0108,0.005
-0.0042,0.009,0.0027
-0.0028,0.0062,-0.003
-0.0016,0.0058,-0.0005
-0.0026,0.0053,0.0017
-0.006,0.0047,-0.0009
-0.0058,0.0064,-0.002
-0.0025,0.007,0
-0.001,0.0075,0.0022
-0.0016,0.0047,-0.0004
-0.0019,0.0086,-0.0001
-0.001,0.009,0.0001
-0.0006,0.0037,0.0028
-0.0022,0.0045,0.0052
-0.0018,0.008,0.0041
-0.0017,0.0089,0.0014
-0.0041,0.0095,-0.0017
-0.0031,0.0079,-0.0036
0,0.0052,-0.0012
-0.0004,0.0058,0.0005
-0.0015,0.007,0.0041
0.0011,0.007,0.0018
0.002,0.0039,-0.0011
-0.0018,0.0048,-0.0009
-0.0046,0.0053,-0.001
-0.004,0.0055,0.002
-0.0048,0.0049,0.0021
-0.002,0.0045,-0.001
-0.0016,0.0098,-0.001
-0.0045,0.0079,0.0028
-0.0014,0.0059,0.0013
0.0001,0.0051,0.0048
-0.0033,0.0083,0.0034
-0.0027,0.0092,0.0006
-0.0018,0.0067,-0.0015
-0.0021,0.0082,-0.0018
-0.0033,0.0077,-0.0001
-0.0037,0.0071,0.0011
-0.0035,0.0063,0.0008
-0.0015,0.0103,0.0019
-0.0028,0.012,0.0041
-0.0038,0.008,0.0036
-0.0003,0.0091,0.0004
-0.0009,0.0082,-0.0011
-0.0025,0.0055,-0.0008
-0.0043,0.0055,0.0014
-0.0081,0.0044,0.0061
-0.0056,0.0039,0.0035
-0.0014,0.0063,0.0021
-0.0001,0.0076,0.0039
0.0012,0.0044,0.0026
-0.0015,0.0039,0.0033
-0.0026,0.0074,0.0021
0.0001,0.0082,0.0029
-0.0016,0.0074,0.0029
-0.0031,0.0095,-0.0013
-0.0039,0.0071,-0.0004
-0.0046,0.0073,0.0045
-0.0011,0.0124,0.003
-0.0014,0.0092,0.0013
-0.0017,0.0066,0.0022
-0.0023,0.0048,0.0006
-0.0059,0.0093,-0.0014
-0.0085,0.0121,0.0008
-0.0081,0.0096,0.0016
-0.0018,0.0077,-0.0001
-0.0032,0.007,-0.0016
-0.0062,0.0068,-0.0018
-0.0042,0.0064,-0.0014
-0.0022,0.0075,-0.0007
-0.0016,0.0062,-0.0003
-0.0028,0.0029,-0.0022
-0.005,0.0038,0.0002
-0.0067,0.0077,0.0033
-0.0049,0.0054,0.0023
-0.0016,0.0038,-0.0001
0.0003,0.0043,-0.0031
-0.0023,0.0053,-0.0015
-0.0051,0.0063,0.0016
-0.0069,0.008,0.0005
-0.0055,0.0064,-0.0024
-0.0024,0.0075,-0.0012
0.0005,0.009,0.0037
-0.0017,0.0082,0.0024
-0.0025,0.0101,0.0013
-0.0027,0.0096,0.005
-0.0035,0.0035,0.0043
-0.0024,0.0049,0.002
-0.0038,0.0065,0.0013
-0.004,0.0096,-0.0011
-0.0022,0.0072,-0.0018
-0.0036,0.0024,-0.0031
0,0.0074,-0.0029
-0.0002,0.0097,0.0012
-0.0045,0.0076,0.0048
-0.0039,0.0072,0.0058
-0.0013,0.0067,0.0038
-0.002,0.0077,0.003
-0.0032,0.0057,0.0009
-0.0039,0.0051,0.001
-0.0041,0.0052,0.0021
-0.0001,0.0042,0.0016
-0.0037,0.0064,0.0016
-0.0056,0.0056,0.0011
-0.0037,0.0027,-0.0018
-0.0009,0.0077,-0.0011
-0.001,0.009,0.0003
-0.0044,0.008,0.0012
-0.0054,0.0072,0.0054
-0.005,0.0049,0.0026
-0.0026,0.0035,-0.002
-0.002,0.0077,-0.0011
-0.0031,0.0084,0.0013
-0.0034,0.0049,0
-0.0024,0.0065,0.0003
-0.0014,0.0074,-0.0015
-0.0024,0.0067,-0.0009
-0.0033,0.0075,0.001
-0.0022,0.0069,-0.0002
-0.0037,0.0067,0.0014
-0.0037,0.007,0.0036
-0.0041,0.0094,0.0063
-0.0004,0.0138,0.004
0.0023,0.0113,-0.0004
-0.0004,0.0069,-0.0002
-0.0018,0.0041,-0.0007
-0.0031,0.0045,-0.0002
-0.002,0.0065,-0.0027
-0.0013,0.0062,-0.0027
-0.005,0.006,-0.0018
-0.0014,0.0069,-0.0004
0.0022,0.0105,0.002
-0.0004,0.0077,0.002
-0.0024,0.0038,0.0044
-0.0011,0.0068,0.0029
-0.001,0.0091,0.0018
-0.0028,0.0062,0.0028
0,0.0042,0.0032
0.0023,0.0052,-0.0009
0.0011,0.0042,0.0013
-0.0017,0.0074,0.0018
-0.0046,0.0041,-0.0004
-0.0025,0.0021,0.0023
-0.0028,0.0039,-0.0029
-0.0016,0.0047,-0.0046
-0.0039,0.0072,-0.0008
-0.0051,0.0067,-0.001
-0.0033,0.0036,-0.0015
-0.003,0.0022,-0.0015
-0.0015,0.0054,0.004
0.0008,0.0086,0.0026
-0.0012,0.0077,-0.0009
-0.0017,0.0052,-0.0022
0.0013,0.0045,-0.0023
-0.0007,0.0064,-0.0018
-0.0021,0.0058,0.0013
-0.0034,0.0054,-0.0008
-0.0032,0.0066,-0.0011
-0.0042,0.0054,0.0018
-0.0063,0.0059,0.0005
-0.0038,0.0033,0.0057
-0.0025,0.0044,0.001
-0.0033,0.0033,-0.0029
-0.0006,0.0063,0.0003
0.0021,0.0095,0.0027
0.0022,0.0055,0.0018
0.0015,0.01,-0.0008
0.0001,0.0097,-0.0023
0.0011,0.0061,-0.0022
0.0022,0.0044,-0.0021
0.0003,0.0059,0.0028
-0.0015,0.009,0.0024
